="Status do item"	="Norma de apropriação"	="Material"	="Texto breve material"	="Qtd.necessária"	="Unid.medida básica"	="Grp.plnj.PM"	="Ordem"	="Nº reserva"	="Nº item reserva transferência"	="Data da necessidade"	="Status Aprovação"	="Status usuário"	="Status do sistema"	="Local de instalação"	="Preço médio móvel"	="Qtd.retirada"	="Com registro final"	="Item foi eliminado"	="Permitido movimento"	="Texto breve"
="ELIMINADO"	=""	="8014451"	="CHAVETA AS ST50 2K    36,0X20,0X100MM"	="36.000"	="CDA"	="5I3"	="80008117081"	="38443558"	="4"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="120.84"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="1779154"	="PARAFUSO CIL CL8.8    M 8X     16MM"	="264.000"	="CDA"	="5I3"	="80008117081"	="38443558"	="5"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="1.43"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="8015266"	="PARAFUSO SCAB CL8.8    M10X    10MM"	="36.000"	="CDA"	="5I3"	="80008117081"	="38443558"	="6"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="0.47"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="1631056"	="PARAFUSO SEXT AISI316    M10X     25MM"	="144.000"	="CDA"	="5I3"	="80008117081"	="38443558"	="7"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="3.33"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="1622641"	="RETENTOR NBR  190,00X  160,00X 14,00MM"	="96.000"	="CDA"	="5I3"	="80008117081"	="38443558"	="8"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-046"	="58.74"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="8001148"	="ANEL O VITON  140,00X  3,50MM"	="12.000"	="CDA"	="5I3"	="80008117082"	="38443560"	="1"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="16.64"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="1675495"	="ARRUELA PRES AISI304     M 6"	="144.000"	="CDA"	="5I3"	="80008117082"	="38443560"	="2"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="0.07"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="1789691"	="BUCHA BARDELLA CSNVAI2708 3009"	="24.000"	="CDA"	="5I3"	="80008117082"	="38443560"	="3"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="1,361.99"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="8014451"	="CHAVETA AS ST50 2K    36,0X20,0X100MM"	="36.000"	="CDA"	="5I3"	="80008117082"	="38443560"	="4"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="120.84"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="1779154"	="PARAFUSO CIL CL8.8    M 8X     16MM"	="264.000"	="CDA"	="5I3"	="80008117082"	="38443560"	="5"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="1.43"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="8015266"	="PARAFUSO SCAB CL8.8    M10X    10MM"	="36.000"	="CDA"	="5I3"	="80008117082"	="38443560"	="6"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="0.47"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="1631056"	="PARAFUSO SEXT AISI316    M10X     25MM"	="144.000"	="CDA"	="5I3"	="80008117082"	="38443560"	="7"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="3.33"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="1622641"	="RETENTOR NBR  190,00X  160,00X 14,00MM"	="96.000"	="CDA"	="5I3"	="80008117082"	="38443560"	="8"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-047"	="58.74"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 MAI"
="ELIMINADO"	=""	="8001148"	="ANEL O VITON  140,00X  3,50MM"	="12.000"	="CDA"	="5I3"	="80008117105"	="38443561"	="1"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="16.64"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1675495"	="ARRUELA PRES AISI304     M 6"	="144.000"	="CDA"	="5I3"	="80008117105"	="38443561"	="2"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="0.07"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1789691"	="BUCHA BARDELLA CSNVAI2708 3009"	="24.000"	="CDA"	="5I3"	="80008117105"	="38443561"	="3"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="1,361.99"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="8014451"	="CHAVETA AS ST50 2K    36,0X20,0X100MM"	="36.000"	="CDA"	="5I3"	="80008117105"	="38443561"	="4"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="120.84"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1779154"	="PARAFUSO CIL CL8.8    M 8X     16MM"	="264.000"	="CDA"	="5I3"	="80008117105"	="38443561"	="5"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="1.43"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="8015266"	="PARAFUSO SCAB CL8.8    M10X    10MM"	="36.000"	="CDA"	="5I3"	="80008117105"	="38443561"	="6"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="0.47"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1631056"	="PARAFUSO SEXT AISI316    M10X     25MM"	="144.000"	="CDA"	="5I3"	="80008117105"	="38443561"	="7"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="3.33"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1622641"	="RETENTOR NBR  190,00X  160,00X 14,00MM"	="96.000"	="CDA"	="5I3"	="80008117105"	="38443561"	="8"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-048"	="58.74"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="8001148"	="ANEL O VITON  140,00X  3,50MM"	="12.000"	="CDA"	="5I3"	="80008117106"	="38443562"	="1"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="16.64"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1675495"	="ARRUELA PRES AISI304     M 6"	="144.000"	="CDA"	="5I3"	="80008117106"	="38443562"	="2"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="0.07"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1789691"	="BUCHA BARDELLA CSNVAI2708 3009"	="24.000"	="CDA"	="5I3"	="80008117106"	="38443562"	="3"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="1,361.99"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="8014451"	="CHAVETA AS ST50 2K    36,0X20,0X100MM"	="36.000"	="CDA"	="5I3"	="80008117106"	="38443562"	="4"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="120.84"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1779154"	="PARAFUSO CIL CL8.8    M 8X     16MM"	="264.000"	="CDA"	="5I3"	="80008117106"	="38443562"	="5"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="1.43"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="8015266"	="PARAFUSO SCAB CL8.8    M10X    10MM"	="36.000"	="CDA"	="5I3"	="80008117106"	="38443562"	="6"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="0.47"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1631056"	="PARAFUSO SEXT AISI316    M10X     25MM"	="144.000"	="CDA"	="5I3"	="80008117106"	="38443562"	="7"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="3.33"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1622641"	="RETENTOR NBR  190,00X  160,00X 14,00MM"	="96.000"	="CDA"	="5I3"	="80008117106"	="38443562"	="8"	="6/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-049"	="58.74"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT1 JUN"
="ELIMINADO"	=""	="1789689"	="ANEL BARDELLA CSNVAI2717 1"	="192.000"	="CDA"	="5I3"	="80008117672"	="38446155"	="1"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-046"	="258.56"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 JAN"
="ELIMINADO"	=""	="1789693"	="BUCHA BARDELLA CSNVAI2709 3011"	="12.000"	="CDA"	="5I3"	="80008117672"	="38446155"	="2"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-046"	="731.30"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 JAN"
="ELIMINADO"	=""	="1789827"	="EIXO BARDELLA CSNVAI2701"	="6.000"	="CDA"	="5I3"	="80008117672"	="38446155"	="3"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-046"	="15,759.50"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 JAN"
="ELIMINADO"	=""	="1789695"	="TAMPA BARDELLA CSNVAI2705"	="48.000"	="CDA"	="5I3"	="80008117672"	="38446155"	="4"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-046"	="907.57"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 JAN"
="ELIMINADO"	=""	="1789696"	="TAMPA BARDELLA CSNVAI2706 3006"	="12.000"	="CDA"	="5I3"	="80008117672"	="38446155"	="5"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-046"	="857.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 JAN"
="ELIMINADO"	=""	="1789689"	="ANEL BARDELLA CSNVAI2717 1"	="192.000"	="CDA"	="5I3"	="80008117674"	="38446237"	="1"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-047"	="258.56"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 JAN"
="ELIMINADO"	=""	="1789693"	="BUCHA BARDELLA CSNVAI2709 3011"	="12.000"	="CDA"	="5I3"	="80008117674"	="38446237"	="2"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-047"	="731.30"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 JAN"
="ELIMINADO"	=""	="1789827"	="EIXO BARDELLA CSNVAI2701"	="6.000"	="CDA"	="5I3"	="80008117674"	="38446237"	="3"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-047"	="15,759.50"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 JAN"
="ELIMINADO"	=""	="1789695"	="TAMPA BARDELLA CSNVAI2705"	="48.000"	="CDA"	="5I3"	="80008117674"	="38446237"	="4"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-047"	="907.57"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 JAN"
="ELIMINADO"	=""	="1789696"	="TAMPA BARDELLA CSNVAI2706 3006"	="12.000"	="CDA"	="5I3"	="80008117674"	="38446237"	="5"	="1/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-047"	="857.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 JAN"
="ELIMINADO"	=""	="1789689"	="ANEL BARDELLA CSNVAI2717 1"	="192.000"	="CDA"	="5I3"	="80008117675"	="38446305"	="1"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="258.56"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 FEV"
="ELIMINADO"	=""	="1789693"	="BUCHA BARDELLA CSNVAI2709 3011"	="12.000"	="CDA"	="5I3"	="80008117675"	="38446305"	="2"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="731.30"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 FEV"
="ELIMINADO"	=""	="1789827"	="EIXO BARDELLA CSNVAI2701"	="6.000"	="CDA"	="5I3"	="80008117675"	="38446305"	="3"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="15,759.50"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 FEV"
="ELIMINADO"	=""	="1789695"	="TAMPA BARDELLA CSNVAI2705"	="48.000"	="CDA"	="5I3"	="80008117675"	="38446305"	="4"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="907.57"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 FEV"
="ELIMINADO"	=""	="1789696"	="TAMPA BARDELLA CSNVAI2706 3006"	="12.000"	="CDA"	="5I3"	="80008117675"	="38446305"	="5"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-048"	="857.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 FEV"
="ELIMINADO"	=""	="1789689"	="ANEL BARDELLA CSNVAI2717 1"	="192.000"	="CDA"	="5I3"	="80008117679"	="38446315"	="1"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="258.56"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 FEV"
="ELIMINADO"	=""	="1789693"	="BUCHA BARDELLA CSNVAI2709 3011"	="12.000"	="CDA"	="5I3"	="80008117679"	="38446315"	="2"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="731.30"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 FEV"
="ELIMINADO"	=""	="1789827"	="EIXO BARDELLA CSNVAI2701"	="6.000"	="CDA"	="5I3"	="80008117679"	="38446315"	="3"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="15,759.50"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 FEV"
="ELIMINADO"	=""	="1789695"	="TAMPA BARDELLA CSNVAI2705"	="48.000"	="CDA"	="5I3"	="80008117679"	="38446315"	="4"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="907.57"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 FEV"
="ELIMINADO"	=""	="1789696"	="TAMPA BARDELLA CSNVAI2706 3006"	="12.000"	="CDA"	="5I3"	="80008117679"	="38446315"	="5"	="2/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-049"	="857.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 FEV"
="ELIMINADO"	=""	="1789689"	="ANEL BARDELLA CSNVAI2717 1"	="192.000"	="CDA"	="5I3"	="80008117681"	="38446343"	="1"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="258.56"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAR"
="ELIMINADO"	=""	="1789693"	="BUCHA BARDELLA CSNVAI2709 3011"	="12.000"	="CDA"	="5I3"	="80008117681"	="38446343"	="2"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="731.30"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAR"
="ELIMINADO"	=""	="1789827"	="EIXO BARDELLA CSNVAI2701"	="6.000"	="CDA"	="5I3"	="80008117681"	="38446343"	="3"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="15,759.50"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAR"
="ELIMINADO"	=""	="1789695"	="TAMPA BARDELLA CSNVAI2705"	="48.000"	="CDA"	="5I3"	="80008117681"	="38446343"	="4"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="907.57"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAR"
="ELIMINADO"	=""	="1789696"	="TAMPA BARDELLA CSNVAI2706 3006"	="12.000"	="CDA"	="5I3"	="80008117681"	="38446343"	="5"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-413-050"	="857.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAR"
="ELIMINADO"	=""	="1789689"	="ANEL BARDELLA CSNVAI2717 1"	="192.000"	="CDA"	="5I3"	="80008117684"	="38446346"	="1"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="258.56"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAR"
="ELIMINADO"	=""	="1789693"	="BUCHA BARDELLA CSNVAI2709 3011"	="12.000"	="CDA"	="5I3"	="80008117684"	="38446346"	="2"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="731.30"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAR"
="ELIMINADO"	=""	="1789827"	="EIXO BARDELLA CSNVAI2701"	="6.000"	="CDA"	="5I3"	="80008117684"	="38446346"	="3"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="15,759.50"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAR"
="ELIMINADO"	=""	="1789695"	="TAMPA BARDELLA CSNVAI2705"	="48.000"	="CDA"	="5I3"	="80008117684"	="38446346"	="4"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="907.57"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAR"
="ELIMINADO"	=""	="1789696"	="TAMPA BARDELLA CSNVAI2706 3006"	="12.000"	="CDA"	="5I3"	="80008117684"	="38446346"	="5"	="3/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-414"	="857.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAR"
="ELIMINADO"	=""	="1789689"	="ANEL BARDELLA CSNVAI2717 1"	="192.000"	="CDA"	="5I3"	="80008117746"	="38446350"	="1"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="258.56"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789693"	="BUCHA BARDELLA CSNVAI2709 3011"	="12.000"	="CDA"	="5I3"	="80008117746"	="38446350"	="2"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="731.30"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789827"	="EIXO BARDELLA CSNVAI2701"	="6.000"	="CDA"	="5I3"	="80008117746"	="38446350"	="3"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="15,759.50"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789695"	="TAMPA BARDELLA CSNVAI2705"	="48.000"	="CDA"	="5I3"	="80008117746"	="38446350"	="4"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="907.57"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789696"	="TAMPA BARDELLA CSNVAI2706 3006"	="12.000"	="CDA"	="5I3"	="80008117746"	="38446350"	="5"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-176-400-415"	="857.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789689"	="ANEL BARDELLA CSNVAI2717 1"	="192.000"	="CDA"	="5I3"	="80008117747"	="38446619"	="1"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-030"	="258.56"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789693"	="BUCHA BARDELLA CSNVAI2709 3011"	="12.000"	="CDA"	="5I3"	="80008117747"	="38446619"	="2"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-030"	="731.30"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789827"	="EIXO BARDELLA CSNVAI2701"	="6.000"	="CDA"	="5I3"	="80008117747"	="38446619"	="3"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-030"	="15,759.50"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789695"	="TAMPA BARDELLA CSNVAI2705"	="48.000"	="CDA"	="5I3"	="80008117747"	="38446619"	="4"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-030"	="907.57"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789696"	="TAMPA BARDELLA CSNVAI2706 3006"	="12.000"	="CDA"	="5I3"	="80008117747"	="38446619"	="5"	="4/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-030"	="857.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 ABR"
="ELIMINADO"	=""	="1789689"	="ANEL BARDELLA CSNVAI2717 1"	="192.000"	="CDA"	="5I3"	="80008117749"	="38446623"	="1"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-032"	="258.56"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1789693"	="BUCHA BARDELLA CSNVAI2709 3011"	="12.000"	="CDA"	="5I3"	="80008117749"	="38446623"	="2"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-032"	="731.30"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1789827"	="EIXO BARDELLA CSNVAI2701"	="6.000"	="CDA"	="5I3"	="80008117749"	="38446623"	="3"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-032"	="15,759.50"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1789695"	="TAMPA BARDELLA CSNVAI2705"	="48.000"	="CDA"	="5I3"	="80008117749"	="38446623"	="4"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-032"	="907.57"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAI"
="ELIMINADO"	=""	="1789696"	="TAMPA BARDELLA CSNVAI2706 3006"	="12.000"	="CDA"	="5I3"	="80008117749"	="38446623"	="5"	="5/3/25"	=""	="CANC"	="ENCE CAPC ERRD NEXE"	="G-CSN-10-175-423-032"	="857.00"	="0.000"	=""	="X"	=""	="[TROCAR] COMPONENTES V1 LV CJ H LT2 MAI"
